"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 4393"
"Critères de sélection =>";"Date de première alerte, de : 2022-01-01 00:00:00";"Date de première alerte, jusqu'à : 2022-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Origine de l'alerte";"Moyens de première intervention";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Surface de feu à l'arrivée des secours > 0,1 ha";"Voie carrossable la plus proche";"Activité ou habitation la plus proche";"Type de peuplement";"Connaissance de la cause";"Source de l'enquête";Nature;"Intervention de l'équipe RCCI";"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Hygrométrie (%)";"Vitesse moyenne du vent (Km/h)";"Direction du vent";"Température (°C)";Commentaire;"Précision de la donnée";"Présence d'un contour valide"
2022;18504;"11";"11372";"Salsigne";"2022-08-15 00:08:00";"Indéterminé";;700;;;;;;;;;;;;;;;"Probable";"Gestionnaire";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;19625;"66";"66046";"Caudiès-de-Fenouillèdes";"2022-08-15 02:52:00";"Population";"3";811900;772100;11000;;;;;;;28800;;"Oui";"1";"3";"4";"Probable";"Sapeur-pompier";"Malveillance";"Oui";;;;;63;12;"O";23;;"";"Non"
2022;18952;"13";"13028";"La Ciotat";"2022-08-15 03:38:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Accidentelle";"Non";;;;;;;;;;"";"Non"
2022;18979;"2A";"2A006";"Alata";"2022-08-15 08:30:00";"Indéterminé";"3";5;;5;;;;;;;;;;"3";"3";"1";"Certaine";"Sapeur-pompier";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;4488;"35";"35019";"Bazouges-la-Pérouse";"2022-08-15 09:33:00";"Indéterminé";;10;0;;10;;;10;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18167;"83";"83039";"Châteauvert";"2022-08-15 10:48:00";"Population";"3";20;20;;;;;;;;;;"Non";"3";"3";"3";"Certaine";"Sapeur-pompier";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;18420;"34";"34312";"La Tour-sur-Orb";"2022-08-15 11:31:00";"Population";"3";2834;2834;;;;;;;;;;"Oui";"1";"2";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;18158;"2B";"2B153";"Manso";"2022-08-15 11:46:00";"Indéterminé";;1;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;18302;"34";"34299";"Sérignan";"2022-08-15 14:31:00";"Population";"3";30275;;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;18301;"34";"34180";"Nébian";"2022-08-15 15:05:00";"Population";"2";3011;;3011;;;;;;;;;;"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;10866;"40";"40051";"Bougue";"2022-08-15 15:15:00";"Indéterminé";;10690;10690;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;3641;"85";"85047";"Challans";"2022-08-15 16:13:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5197;"90";"90101";"Vellescot";"2022-08-15 17:28:00";"Indéterminé";;20;0;;20;;;20;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18240;"05";"05173";"Upaix";"2022-08-15 18:02:00";"Population";"1";6200;6200;;;;;;;;;;;"3";"3";"3";"Certaine";"Forestier";"Naturelle";;;;;;;;;;;"";"Non"
2022;3130;"76";"76637";"Saint-Pierre-en-Port";"2022-08-15 18:35:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18215;"07";"07117";"Lablachère";"2022-08-15 19:54:00";"Population";"3";15000;;15000;;;;;;;;;"Oui";"4";"3";"1";"Probable";"Sapeur-pompier";"Accidentelle";;;;;;;20;"N";25;;"";"Non"
2022;19341;"11";"11015";"Arques";"2022-08-16 01:03:00";"Indéterminé";;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;4288;"80";"80593";"La Neuville-lès-Bray";"2022-08-16 11:59:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3969;"01";"01362";"Saint-Jean-de-Thurigneux";"2022-08-16 12:37:00";"Indéterminé";;10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;8085;"38";"38479";"Porte-des-Bonnevaux";"2022-08-16 13:08:00";"Indéterminé";;5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5142;"88";"88212";"Grand";"2022-08-16 14:43:00";"Indéterminé";;6;6;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;4289;"80";"80710";"Saint-Maxent";"2022-08-16 14:52:00";"Indéterminé";;100;0;;100;;;100;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18326;"2B";"2B009";"Aléria";"2022-08-16 15:15:00";"Indéterminé";;10;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;10922;"40";"40331";"Villeneuve-de-Marsan";"2022-08-16 15:49:00";"Indéterminé";;26190;13190;;0;;;0;;;13000;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;10837;"40";"40287";"Sanguinet";"2022-08-16 15:53:00";"Indéterminé";;169660;169660;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;9193;"12";"12226";"Saint-Hippolyte";"2022-08-16 15:54:00";"Indéterminé";;301000;105100;;143400;;;143400;0;52500;52500;"Mesurées";;;;;;;;;;;;;;;;;"GE06L4.3";"";"Oui"
2022;7992;"38";"38336";"Reventin-Vaugris";"2022-08-16 15:58:00";"Indéterminé";;2500;0;;2500;;;2500;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18658;"04";"04001";"Aiglun";"2022-08-16 16:10:00";"Population";"1";440;440;;;;;;;;;;;"1";"1";"5";"Probable";"Sapeur-pompier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;4833;"21";"21564";"Saint-Nicolas-lès-Cîteaux";"2022-08-16 16:46:00";"Indéterminé";;300;60;;0;;;0;0;240;240;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18660;"04";"04204";"Senez";"2022-08-16 17:15:00";"Population";"1";1700;1700;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;3208;"52";"52228";"Grandchamp";"2022-08-16 17:22:00";"Indéterminé";;10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18191;"83";"83123";"Sanary-sur-Mer";"2022-08-16 18:48:00";"Population";"3";6400;6400;;;;;;;;;;"Oui";"4";"1";"4";"Certaine";"Sapeur-pompier";"Accidentelle";"Oui";;;;;;;;;;"";"Non"
2022;3221;"71";"71433";"Saint-Julien-de-Civry";"2022-08-16 18:53:00";"Indéterminé";;1;0;;1;;;1;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;10855;"40";"40227";"Pissos";"2022-08-16 21:41:00";"Indéterminé";;17540;17540;;0;;;0;;;0;"Estimées";;;;;;;"Accidentelle";;"Non";;;;;;;;;"";"Non"
2022;7119;"72";"72260";"Ruaudin";"2022-08-16 22:12:00";"Indéterminé";;10;10;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;9517;"16";"16251";"Oriolles";"2022-08-16 22:25:00";"Indéterminé";;2000;2000;;;;;;;;;"Mesurées";"Oui";;;;"Inconnue";;;"Non";"Non";;;;;;;;;"";"Non"
2022;19052;"07";"07238";"Saint-Genest-de-Beauzon";"2022-08-16 22:33:00";"Population";"3";2000;2000;;;;;;;;;;"Non";"3";"3";"4";"Inconnue";;;;;;;;;0;;20;;"";"Non"
2022;10924;"40";"40210";"Onesse-Laharie";"2022-08-16 22:51:00";"Indéterminé";;2000;2000;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;18955;"13";"13108";"Tarascon";"2022-08-17 00:18:00";"Population";"3";120;120;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;11968;"33";"33490";"Saint-Vivien-de-Médoc";"2022-08-17 03:43:00";"Indéterminé";;40000;40000;;0;;;0;;;0;"Estimées";;;;;;;"Involontaire (particulier)";;"Non";;;;;;;;;"";"Non"
2022;18954;"13";"13005";"Aubagne";"2022-08-17 06:29:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;10838;"40";"40152";"Lesperon";"2022-08-17 11:26:00";"Indéterminé";;3000;3000;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;7149;"61";"61292";"Montsecret-Clairefougère";"2022-08-17 14:24:46";"Indéterminé";;400;0;;400;;;400;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;7148;"61";"61400";"Saint-Gervais-du-Perron";"2022-08-17 14:52:18";"Indéterminé";;5000;0;;5000;;;5000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;18953;"13";"13094";"Saint-Étienne-du-Grès";"2022-08-17 16:13:00";"Population";"3";4;4;;;;;;;;;;"Non";"2";"2";"1";"Certaine";"Coordinateur";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;7147;"61";"61061";"Bretoncelles";"2022-08-17 16:16:38";"Indéterminé";;15000;0;;15000;;;15000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;19340;"11";"11163";"Gincla";"2022-08-17 18:20:00";"Indéterminé";;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;7989;"38";"38331";"Réaumont";"2022-08-17 21:48:00";"Indéterminé";;10;0;;10;;;10;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;18663;"04";"04053";"Châteauneuf-Val-Saint-Donat";"2022-08-17 22:40:00";"Population";"1";60;60;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;18980;"2A";"2A345";"Vero";"2022-08-18 08:14:00";"Indéterminé";"3";222;22;200;;;;;;;;;;"4";"3";"4";"Certaine";"Sapeur-pompier";"Naturelle";"Oui";;;;;;;;;;"";"Non"
2022;3245;"71";"71167";"Damerey";"2022-08-18 12:31:00";"Indéterminé";;5;0;;5;;;5;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18956;"13";"13031";"La Destrousse";"2022-08-18 13:17:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18421;"34";"34305";"Le Soulié";"2022-08-18 13:20:00";"Population";"3";26;;;;;;;;;;;;;;;"Probable";"Sapeur-pompier";"Naturelle";"Non";;;;;;;;;;"";"Non"
2022;7146;"61";"61508";"Vimoutiers";"2022-08-18 14:39:36";"Indéterminé";;3000;0;;3000;;;3000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;10193;"17";"17430";"Soubran";"2022-08-18 16:37:00";"Indéterminé";;5000;2000;;3000;0;0;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";0;0;0;;;;;;"";"Non"
2022;7145;"61";"61167";"La Ferté-en-Ouche";"2022-08-18 16:43:09";"Indéterminé";;6000;0;;6000;;;6000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;10907;"40";"40327";"Vielle-Soubiran";"2022-08-18 17:04:00";"Indéterminé";;62690;62690;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;12402;"31";"31584";"Villemur-sur-Tarn";"2022-08-18 18:11:15";"Indéterminé";;50000;50000;;;;;;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"Données partielles ou non valides";"Non"
2022;19339;"11";"11373";"Salvezines";"2022-08-18 18:21:00";"Indéterminé";;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;10899;"40";"40171";"Mano";"2022-08-18 21:13:00";"Indéterminé";;11800;10000;;0;;;0;;;1800;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;18506;"11";"11198";"Laure-Minervois";"2022-08-18 23:29:00";"Indéterminé";;200;;;;;;;;;;;;;;;"Certaine";"Gestionnaire";"Accidentelle";"Oui";;;;;;;;;;"";"Non"
2022;19644;"66";"66103";"Marquixanes";"2022-08-19 13:42:00";"Population";"1";1000;;1000;;;;;;;;;"Non";"4";"2";"1";"Certaine";"Sapeur-pompier";"Malveillance";"Non";;;;;41;36;"NO";27;;"";"Non"
2022;19645;"66";"66176";"Saint-Hippolyte";"2022-08-19 14:24:00";"Population";"1";20000;;;;;;;;;20000;;"Oui";"4";"3";"6";"Probable";"Sapeur-pompier";"Malveillance";"Non";;;;;42;28;"NO";28;;"";"Non"
2022;18957;"13";"13081";"Rognac";"2022-08-19 14:53:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18343;"30";"30119";"Fressac";"2022-08-19 16:36:00";"Indéterminé";;66;66;;;;;;;;;;;"3";"2";"3";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;6119;"27";"27168";"Connelles";"2022-08-19 18:54:00";"Indéterminé";;50;0;;50;;;50;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;11266;"64";"64123";"Bidache";"2022-08-19 19:39:59";"Indéterminé";;50;5;;45;;;;;;;"Estimées";;;;;"Certaine";;"Involontaire (particulier)";;"Non";;;;;;;;;"";"Non"
2022;11958;"33";"33193";"Grayan-et-l'Hôpital";"2022-08-19 20:18:00";"Indéterminé";;1000;1000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;9518;"16";"16105";"Condéon";"2022-08-19 21:54:00";"Indéterminé";;2700;2700;;;;;;;;;"Mesurées";"Oui";;;;"Inconnue";;;"Non";"Non";;;;;;;;;"";"Non"
2022;11893;"33";"33541";"Vensac";"2022-08-20 00:17:00";"Indéterminé";;30000;30000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;18400;"34";"34079";"Clermont-l'Hérault";"2022-08-20 09:07:00";"Population";"3";2519;;2519;;;;;;;;;;"4";"1";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
2022;7982;"38";"38439";"Crêts en Belledonne";"2022-08-20 13:11:00";"Indéterminé";;30;0;;30;;;30;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;11828;"33";"33115";"Cazalis";"2022-08-20 13:58:00";"Indéterminé";;10000;10000;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;18958;"13";"13051";"Lançon-Provence";"2022-08-20 15:17:00";"Population";"3";10;10;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18486;"06";"06032";"Cap-d'Ail";"2022-08-20 16:02:00";"Population";"3";20;;;;;;;;;;;"Non";"1";"3";;"Inconnue";;;;;;;;;;;;;"";"Non"
2022;5144;"88";"88317";"Moussey";"2022-08-20 16:16:00";"Indéterminé";;4;4;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;18507;"11";"11151";"Fontiès-d'Aude";"2022-08-20 16:20:00";"Indéterminé";;36779;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;4820;"77";"77360";"Pézarches";"2022-08-20 16:23:00";"Indéterminé";;1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;6123;"27";"27394";"Martot";"2022-08-20 20:38:00";"Indéterminé";;500;0;;500;;;500;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;4836;"21";"21054";"Beaune";"2022-08-20 22:06:00";"Indéterminé";;3000;0;;3000;;;3000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;10868;"40";"40169";"Maillas";"2022-08-20 23:28:00";"Indéterminé";;500;500;;0;;;0;;;0;"Estimées";;;;;;;"Accidentelle";;"Non";;;;;;;;;"";"Non"
2022;18508;"11";"11170";"Gruissan";"2022-08-21 14:30:00";"Indéterminé";;113997;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;8240;"38";"38545";"Vif";"2022-08-21 14:39:00";"Indéterminé";;50;50;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;7976;"38";"38037";"Bellegarde-Poussieu";"2022-08-21 14:52:00";"Indéterminé";;1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;23152;"19";"19225";"Saint-Merd-de-Lapleau";"2022-08-21 14:53:15";"Indéterminé";;100000;100000;;;;;;;;;"Mesurées";;;;;"Inconnue";;;;"Non";;;;;;;;;"Données partielles ou non valides";"Non"
2022;18666;"04";"04128";"Montfuron";"2022-08-21 15:03:00";"Population";"1";2200;2200;;;;;;;;;;;"4";"3";"4";"Certaine";"Sapeur-pompier";"Involontaire (particulier)";"Non";;;;;;;;;;"";"Non"
2022;8255;"38";"38388";"Saint-Georges-de-Commiers";"2022-08-21 16:38:00";"Indéterminé";;50;50;;0;;;0;0;0;0;"Estimées";;;;;;"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;18480;"2A";"2A141";"Letia";"2022-08-21 18:50:00";"Indéterminé";"3";200;;200;;;;;;;;;;"2";"3";"1";"Probable";"Coordinateur";"Naturelle";"Oui";;;;;;;;;;"";"Non"
2022;18959;"13";"13019";"Cabriès";"2022-08-21 23:37:00";"Population";"3";200;200;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;13130;"14";"14371";"Livarot-Pays-d'Auge";"2022-08-22 15:32:00";"Indéterminé";;20000;0;;20000;;;20000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;18797;"13";"13097";"Saint-Martin-de-Crau";"2022-08-22 15:53:00";"Population";"3";948280;810500;137780;;;;;;;;;"Oui";"3";"3";"1";"Certaine";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;18539;"11";"11322";"Roquefort-des-Corbières";"2022-08-22 16:45:00";"Indéterminé";;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;"";"Non"
2022;7144;"61";"61422";"Les Aspres";"2022-08-22 20:46:10";"Indéterminé";;300;0;;300;;;300;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;9521;"16";"16099";"Chillac";"2022-08-22 22:00:00";"Indéterminé";;200;200;;;;;;;;;"Estimées";;;;;"Inconnue";;;"Non";"Non";;;;;;;;;"";"Non"
2022;10665;"24";"24354";"La Roche-Chalais";"2022-08-23 02:40:00";"Indéterminé";;10000;10000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;10666;"24";"24354";"La Roche-Chalais";"2022-08-23 02:52:00";"Indéterminé";;3000;3000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;18381;"2B";"2B347";"Vezzani";"2022-08-23 10:04:00";"Indéterminé";;10;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Naturelle";;;;;;;;;;;"";"Non"
2022;18430;"34";"34308";"Taussac-la-Billière";"2022-08-23 13:32:00";"Population";"2";448;;;;;;;;;;;;;;;"Probable";"Coordinateur";"Malveillance";"Oui";;;;;;;;;;"";"Non"
2022;7143;"61";"61397";"Saint-Germain-du-Corbéis";"2022-08-23 14:17:06";"Indéterminé";;150000;0;;150000;;;150000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;10667;"24";"24300";"Nabirat";"2022-08-23 14:26:00";"Indéterminé";;1500;1500;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;18550;"34";"34126";"Lamalou-les-Bains";"2022-08-23 15:56:00";"Population";;812;;812;;;;;;;;;;"2";"1";"1";"Probable";"Coordinateur";"Accidentelle";"Oui";;;;;;;;;;"";"Non"
2022;18963;"13";"13106";"Septèmes-les-Vallons";"2022-08-23 16:52:00";"Population";"3";50;50;;;;;;;;;;"Non";"1";"2";"1";"Certaine";"Coordinateur";"Accidentelle";"Non";;;;;;;;;;"";"Non"
2022;18960;"13";"13022";"Cassis";"2022-08-23 18:31:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18962;"13";"13113";"Venelles";"2022-08-23 19:19:00";"Population";"3";10;10;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;18484;"2B";"2B286";"Sorbo-Ocagnano";"2022-08-23 20:48:00";"Indéterminé";;1000;;;;;;;;;;;;;;;"Certaine";"Sapeur-pompier";"Malveillance";;;;;;;;;;;"";"Non"
2022;18473;"30";"30192";"Orthoux-Sérignac-Quilhan";"2022-08-24 11:09:00";"Indéterminé";;105;105;;;;;;;;;;;"4";"1";"2";"Inconnue";;;;;;;;;;;;;"";"Non"
2022;7142;"61";"61276";"Merri";"2022-08-24 12:06:36";"Indéterminé";;3000;0;;3000;;;3000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;12767;"18";"18090";"Étréchy";"2022-08-24 14:06:00";"Indéterminé";;51;0;;51;;;1;50;0;50;"Estimées";;;;;;;;;"Non";;;;;;;;"Sinistre : FEU HERBES / BROUSSAILLES MEDIAN Commentaire : FEU DE JACHERE 5HA PROCHE DE CULTURE 50 M2 DE BRULER Compte rendu : VLCG: COMMANDEMENTVLRTT AVORD :annulé par ctaCCF GIB 1 LDJR 250";"";"Non"
2022;7141;"61";"61346";"Le Renouard";"2022-08-24 14:25:26";"Indéterminé";;350000;0;;350000;;;350000;0;;;;;;;;;;"Malveillance";;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;4822;"77";"77186";"Fontainebleau";"2022-08-24 14:43:00";"Indéterminé";;2500;2500;;0;;;0;0;0;0;"Mesurées";;;;;;;;;;;;;;;;;;"";"Non"
2022;5350;"82";"82077";"Labarthe";"2022-08-24 14:46:00";"Indéterminé";;5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"Données partielles ou non valides";"Non"
2022;3829;"49";"49353";"Trélazé";"2022-08-24 15:01:00";"Indéterminé";;10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;3813;"71";"71012";"Artaix";"2022-08-24 15:06:00";"Indéterminé";;30;0;;30;;;30;0;0;0;"Estimées";;;;;;"Forestier";"Involontaire (travaux)";;;;;;;;;;;"";"Non"
2022;7012;"72";"72131";"Fercé-sur-Sarthe";"2022-08-24 15:41:00";"Indéterminé";;2500;2500;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;12407;"31";"31139";"Chaum";"2022-08-24 15:54:22";"Indéterminé";;20000;5000;;;;;;;;15000;"Estimées";;;;;;;;;"Non";;;;;;;;;"Données partielles ou non valides";"Non"
2022;4442;"88";"88004";"Ainvelle";"2022-08-24 17:16:00";"Indéterminé";;25;25;;0;;;0;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;11794;"33";"33393";"Saint-Denis-de-Pile";"2022-08-24 17:25:00";"Indéterminé";;2290;2290;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;4874;"21";"21054";"Beaune";"2022-08-24 17:32:00";"Indéterminé";;600;0;;600;;;600;0;0;0;"Estimées";;;;;;;;;;;;;;;;;;"";"Non"
2022;11951;"33";"33541";"Vensac";"2022-08-24 17:54:00";"Indéterminé";;40000;40000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;10746;"24";"24329";"Le Pizou";"2022-08-24 17:55:00";"Indéterminé";;5000;5000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;11824;"33";"33001";"Abzac";"2022-08-24 18:10:00";"Indéterminé";;1000;1000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;11991;"33";"33248";"Listrac-Médoc";"2022-08-24 18:23:00";"Indéterminé";;20000;20000;;0;;;0;;;0;"Estimées";;;;;;;"Malveillance";;"Non";;;;;;;;;"";"Non"
2022;18964;"13";"13019";"Cabriès";"2022-08-24 20:13:00";"Population";"3";2;2;;;;;;;;;;"Non";"2";"2";"1";"Inconnue";;;"Non";;;;;;;;;;"";"Non"
2022;10747;"24";"24294";"Montpon-Ménestérol";"2022-08-24 21:51:00";"Indéterminé";;100;100;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;9523;"16";"16105";"Condéon";"2022-08-24 22:22:00";"Indéterminé";;30700;30700;;;;;;;;;"Mesurées";"Oui";;;;"Inconnue";;;"Non";"Non";;;;;;;;;"";"Non"
2022;11795;"33";"33233";"Laruscade";"2022-08-24 23:00:00";"Indéterminé";;1000;1000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;10849;"40";"40180";"Meilhan";"2022-08-25 01:08:00";"Indéterminé";;3200;3200;;0;;;0;;;0;"Estimées";;;;;;;"Naturelle";;"Non";;;;;;;;;"";"Non"
2022;10748;"24";"24294";"Montpon-Ménestérol";"2022-08-25 01:13:00";"Indéterminé";;1000;1000;;0;;;0;;;;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;10954;"40";"40087";"Créon-d'Armagnac";"2022-08-25 04:25:00";"Indéterminé";;10000;10000;;0;;;0;;;0;"Estimées";;;;;;;;;"Non";;;;;;;;;"";"Non"
2022;18556;"34";"34038";"Le Bousquet-d'Orb";"2022-08-25 05:38:00";"Population";;52;;52;;;;;;;;;;"4";"3";"1";"Probable";"Coordinateur";"Malveillance";"Non";;;;;;;;;;"";"Non"
